time,m1_pos_actual,m1_vel_actual,m1_torque,m2_pos_actual,m2_vel_actual,m2_torque,m3_pos_actual,m3_vel_actual,m3_torque,m4_pos_actual,m4_vel_actual,m4_torque,m5_pos_actual,m5_vel_actual,m5_torque,m6_pos_actual,m6_vel_actual,m6_torque,m1_acc_actual,m2_acc_actual,m3_acc_actual,m4_acc_actual,m5_acc_actual,m6_acc_actual
0.0,-0.0028610666056305,-0.006105006105006,-0.0488400488400486,-0.0224341496910049,-0.0048840048840048,-0.146520146520146,0.0051771114671552,-0.0048840048840048,-0.3223443223443212,0.0139238574807354,0.0024420024420024,-0.0068376068376068,0.1516365300984201,0.0024420024420024,-0.0068376068376068,-0.0024795910582131,0.0073260073260073,-0.0024420024420024,12.210012210012101,0.0,0.0,0.0,0.0,0.0
0.002,-0.0028610666056305,0.0183150183150182,-0.0488400488400486,-0.0224341496910049,-0.0048840048840048,0.0293040293040292,0.0051771114671552,-0.0048840048840048,-0.3223443223443212,0.0139238574807354,0.0024420024420024,-0.0068376068376068,0.1516365300984201,0.0024420024420024,-0.0068376068376068,-0.0024795910582131,0.0073260073260073,-0.0024420024420024,0.0,19.53601953601945,-2.4420024420024498,-2.442002442002425,-81.80708180708194,-3.66300366300365
0.004,-0.0028610666056305,-0.006105006105006,0.3418803418803406,-0.022050659952697,0.073260073260073,1.3772893772893724,0.0051771114671552,-0.0146520146520146,-0.9670329670329636,0.0139238574807354,-0.0073260073260073,-0.2803418803418793,0.1489662012664983,-0.3247863247863254,-3.152136752136755,-0.0024795910582131,-0.0073260073260073,0.017094017094017,-6.1050061050060505,19.53601953601945,-2.4420024420024498,-2.442002442002425,-81.80708180708194,-3.66300366300365
0.006,-0.0028610666056305,-0.006105006105006,0.3418803418803406,-0.022050659952697,0.073260073260073,1.3772893772893724,0.0051771114671552,-0.0146520146520146,-0.9670329670329636,0.0139238574807354,-0.0073260073260073,-0.2803418803418793,0.1489662012664983,-0.3247863247863254,-3.152136752136755,-0.0024795910582131,-0.0073260073260073,0.017094017094017,-3.05250305250305,-9.768009768009751,2.4420024420024498,2.442002442002425,-31.74603174603162,0.0
0.008,-0.0028610666056305,-0.0183150183150182,0.0488400488400486,-0.0216671702143891,0.034188034188034,0.9084249084249052,0.0051771114671552,-0.0048840048840048,-0.0879120879120876,0.0139238574807354,0.0024420024420024,-0.2256410256410248,0.1447699702449068,-0.4517704517704519,-1.3743589743589766,-0.0024795910582131,-0.0073260073260073,0.0122100122100121,-3.05250305250305,-9.768009768009751,2.4420024420024498,2.442002442002425,-31.74603174603162,0.0
0.01,-0.0028610666056305,-0.0183150183150182,0.0488400488400486,-0.0216671702143891,0.034188034188034,0.9084249084249052,0.0051771114671552,-0.0048840048840048,-0.0879120879120876,0.0139238574807354,0.0024420024420024,-0.2256410256410248,0.1447699702449068,-0.4517704517704519,-1.3743589743589766,-0.0024795910582131,-0.0073260073260073,0.0122100122100121,9.1575091575091,-12.210012210012149,0.0,-1.2210012210012,87.91208791208804,0.0
0.012,-0.0028610666056305,0.0183150183150182,-0.0488400488400486,-0.0216671702143891,-0.0146520146520146,0.6153846153846132,0.0051771114671552,-0.0048840048840048,0.0293040293040292,0.0139238574807354,-0.0024420024420024,-0.1162393162393158,0.1436255436026545,-0.1001221001220997,-0.5128205128205146,-0.0024795910582131,-0.0073260073260073,-0.0073260073260073,9.1575091575091,-12.210012210012149,0.0,-1.2210012210012,87.91208791208804,0.0
0.014,-0.0028610666056305,0.0183150183150182,-0.0488400488400486,-0.0216671702143891,-0.0146520146520146,0.6153846153846132,0.0051771114671552,-0.0048840048840048,0.0293040293040292,0.0139238574807354,-0.0024420024420024,-0.1162393162393158,0.1436255436026545,-0.1001221001220997,-0.5128205128205146,-0.0024795910582131,-0.0073260073260073,-0.0073260073260073,-6.1050061050060505,-7.3260073260073,0.0,0.0,28.083028083027948,3.66300366300365
0.016,-0.0028610666056305,-0.006105006105006,0.146520146520146,-0.0216671702143891,-0.0439560439560438,0.146520146520146,0.0051771114671552,-0.0048840048840048,-0.146520146520146,0.0139238574807354,-0.0024420024420024,-0.0752136752136749,0.1440070191500719,0.0122100122100121,-0.1162393162393158,-0.0024795910582131,0.0073260073260073,-0.0122100122100121,-6.1050061050060505,-7.3260073260073,0.0,0.0,28.083028083027948,3.66300366300365
0.018000000000000002,-0.0028610666056305,-0.006105006105006,0.146520146520146,-0.0216671702143891,-0.0439560439560438,0.146520146520146,0.0051771114671552,-0.0048840048840048,-0.146520146520146,0.0139238574807354,-0.0024420024420024,-0.0752136752136749,0.1440070191500719,0.0122100122100121,-0.1162393162393158,-0.0024795910582131,0.0073260073260073,-0.0122100122100121,0.0,4.8840048840048755,0.0,0.0,7.326007326007299,-3.66300366300365
0.02,-0.0028610666056305,-0.006105006105006,0.6349206349206327,-0.0224341496910049,-0.0244200244200243,-0.0293040293040292,0.0051771114671552,-0.0048840048840048,0.3809523809523796,0.0139238574807354,-0.0024420024420024,-0.0478632478632476,0.1451514457923242,0.0415140415140413,0.1025641025641022,-0.0024795910582131,-0.0073260073260073,-0.0073260073260073,0.0,4.8840048840048755,0.0,0.0,7.326007326007299,-3.66300366300365
0.022,-0.0028610666056305,-0.006105006105006,0.6349206349206327,-0.0224341496910049,-0.0244200244200243,-0.0293040293040292,0.0051771114671552,-0.0048840048840048,0.3809523809523796,0.0139238574807354,-0.0024420024420024,-0.0478632478632476,0.1451514457923242,0.0415140415140413,0.1025641025641022,-0.0024795910582131,-0.0073260073260073,-0.0073260073260073,6.1050061050060505,-2.4420024420024244,0.0,1.2210012210012,7.3260073260073,-3.66300366300365
0.024,-0.0024795910582131,0.0183150183150182,0.73260073260073,-0.0228176394293129,-0.034188034188034,-0.0293040293040292,0.0051771114671552,-0.0048840048840048,-0.146520146520146,0.0139238574807354,0.0024420024420024,-0.0478632478632476,0.145914396887159,0.0708180708180705,0.0478632478632476,-0.0024795910582131,-0.0219780219780219,-0.0122100122100121,6.1050061050060505,-2.4420024420024244,0.0,1.2210012210012,7.3260073260073,-3.66300366300365
0.026000000000000002,-0.0024795910582131,0.0183150183150182,0.73260073260073,-0.0228176394293129,-0.034188034188034,-0.0293040293040292,0.0051771114671552,-0.0048840048840048,-0.146520146520146,0.0139238574807354,0.0024420024420024,-0.0478632478632476,0.145914396887159,0.0708180708180705,0.0478632478632476,-0.0024795910582131,-0.0219780219780219,-0.0122100122100121,3.052503052503049,-4.8840048840048755,0.0,-1.2210012210012,32.96703296703285,0.0
0.028,-0.0024795910582131,0.0305250305250304,0.9279609279609248,-0.0232011291676208,-0.0537240537240535,0.146520146520146,0.0051771114671552,-0.0048840048840048,-0.3223443223443212,0.0139238574807354,-0.0024420024420024,-0.034188034188034,0.147821774624246,0.2026862026862019,-0.1025641025641022,-0.0024795910582131,-0.0219780219780219,-0.0122100122100121,3.052503052503049,-4.8840048840048755,0.0,-1.2210012210012,32.96703296703285,0.0
0.03,-0.0024795910582131,0.0305250305250304,0.9279609279609248,-0.0232011291676208,-0.0537240537240535,0.146520146520146,0.0051771114671552,-0.0048840048840048,-0.3223443223443212,0.0139238574807354,-0.0024420024420024,-0.034188034188034,0.147821774624246,0.2026862026862019,-0.1025641025641022,-0.0024795910582131,-0.0219780219780219,-0.0122100122100121,-3.052503052503049,12.210012210012176,0.0,0.0,4.884004884004874,3.66300366300365
0.032,-0.0024795910582131,0.0183150183150182,1.318681318681314,-0.0232011291676208,-0.0048840048840048,-0.0879120879120876,0.0051771114671552,-0.0048840048840048,-0.146520146520146,0.0139238574807354,-0.0024420024420024,-0.034188034188034,0.1501106279087505,0.2222222222222214,-0.1299145299145294,-0.0024795910582131,-0.0073260073260073,-0.017094017094017,-3.052503052503049,12.210012210012176,0.0,0.0,4.884004884004874,3.66300366300365
